"","stop_id","Main_Street_or_Station","Cross_Street","Stop_Lat","Stop_Lon","Routes_Final","Direction_Final"
"7107","903006","ASHFORD DUNWOODY RD","ASHWOOD PKWY",33.933678,-84.337809,"150","SB/WB"
"7108","903009","DUNWOODY STATION",NA,33.920969,-84.344734,"5, 5, 87, 87, 150, 150","SB/WB, NB/EB, SB/WB, NB/EB, SB/WB, NB/EB"
"7109","903010","HAMMOND DR NE","BARFIELD RD",33.918943,-84.360434,"5, 87","NB/EB, SB/WB"
"7110","903011","PERIMETER CTR E","50",33.92438,-84.329822,"150","NB/EB"
"7111","903012","PERIMETER CTR E","24",33.925624,-84.33065,"150","SB/WB"
"7112","903013","PERIMETER CTR E","72",33.923888,-84.334463,"150","SB/WB"
"7113","903014","PERIMETER CTR E","14",33.92567,-84.332639,"150","SB/WB"
"7114","903015","N PEACHTREE RD","N SHALLOWFORD RD",33.910282,-84.297392,"103, 132","NB/EB, NB/EB"
"7115","903016","N PEACHTREE RD","BARCLAY DR",33.933403,-84.295131,"132","SB/WB"
"7116","903017","N PEACHTREE RD","PEACHFORD RD",33.929211,-84.29563,"132","SB/WB"
"7117","903018","N PEACHTREE RD","BROOKHURST DR",33.926697,-84.295604,"132","SB/WB"
"7118","903020","PEELER RD","OLDE VILLAGE LN",33.934277,-84.307964,"103","SB/WB"
"7119","903021","PEELER RD","INDEPENDENCE SQ",33.930071,-84.311822,"103","SB/WB"
"7120","903031","PEELER RD","N PEACHTREE RD",33.935903,-84.294593,"103","SB/WB"
"7121","903032","CHAMBLEE TUCKER RD","STONECREST CT",33.885597,-84.250238,"126","SB/WB"
"7122","903033","HAMMOND DR","CONCOURSE PKY NE",33.919048,-84.356509,"5, 87","SB/WB, NB/EB"
"7123","903034","PEACHTREE DUNWOODY RD","JOHNSON FERRY RD",33.907455,-84.35239,"825","SB/WB"
"7124","903037","N PEACHTREE RD","SPRING WALK CT",33.912616,-84.298571,"132","NB/EB"
"7125","903038","DUNWOODY PARK","CHAMBLEE DUNWOODY RD",33.924076,-84.31471,"103","NB/EB"
"7126","903039","PERIMETER CTR E","74",33.923575,-84.334572,"150","NB/EB"
"7127","903040","PERIMETER CTR E","64",33.92149,-84.332011,"150","NB/EB"
"7128","903041","PERIMETER CTR E","24",33.925696,-84.330595,"150","NB/EB"
"7129","903043","PERIMETER CTR E","53",33.92157,-84.331761,"150","SB/WB"
"7130","903044","N PEACHTREE RD","PEACHTREE INDUSTRIAL",33.904514,-84.295143,"132","NB/EB"
"7131","903045","N MAIN ST","HENDERSON PKWY",34.092039,-84.285415,"141","NB/EB"
"7132","903046","N MAIN ST","CANTON ST",34.088795,-84.29524,"141","SB/WB"
"7133","903050","ROSWELL RD","RIVER PKWY",34.001392,-84.350327,"85","NB/EB"
"7134","903051","ROSWELL RD","ROBERTS DR",34.002964,-84.350417,"85","NB/EB"
"7135","903052","ATLANTA ST","KING ST",34.012419,-84.362778,"85","NB/EB"
"7136","903053","ATLANTA ST","MILL ST",34.014088,-84.362854,"85","NB/EB"
"7137","903059","MEMORIAL DR","N HAIRSTON RD",33.802714,-84.192805,"119, 221","NB/EB, NB/EB"
"7138","903060","ROCKBRIDGE RD","S INDIAN CREEK DR",33.786811,-84.23217,"117","SB/WB"
"7139","903061","ROSWELL RD","NORTHRIDGE CROSSING DR",33.976992,-84.351929,"87","SB/WB"
"7140","903065","ROSWELL RD","8215",33.97891,-84.351072,"87","SB/WB"
"7141","903067","ROSWELL RD","NORTHRIDGE PKY",33.984066,-84.350677,"87","SB/WB"
"7142","903068","ROSWELL RD","8450",33.985727,-84.350793,"87","SB/WB"
"7143","903070","ATLANTA ST","OXBO RD",34.017582,-84.362148,"85","NB/EB"
"7144","903071","ATLANTA ST","OAK ST",34.01968,-84.361641,"85","NB/EB"
"7145","903072","ALPHARETTA ST","THOMAS DR",34.03132,-84.352794,"85","NB/EB"
"7146","903073","ALPHARETTA ST","1207",34.032179,-84.351299,"85","NB/EB"
"7147","903074","ALPHARETTA ST","ALPINE DR",34.034595,-84.346985,"85","SB/WB"
"7148","903075","ALPHARETTA ST","STRICKLAND RD",34.031257,-84.353143,"85","SB/WB"
"7149","903076","N PEACHTREE RD","3930",33.907868,-84.296267,"103, 132","NB/EB, NB/EB"
"7150","903077","DUNWOODY PARK","N SHALLOWFORD RD",33.92605,-84.31076,"103","SB/WB"
"7151","903078","ALPHARETTA ST","10730",34.041281,-84.342017,"85, 185","SB/WB, SB/WB"
"7152","903079","HOLCOMB BRIDGE RD","GRIMES BRIDGE RD",34.033917,-84.34207,"185","SB/WB"
"7153","903080","ALPHARETTA HWY","10885",34.045088,-84.340153,"185","NB/EB"
"7154","903081","ATLANTA ST","MAPLE ST",34.016396,-84.362694,"85","NB/EB"
"7155","903082","ATLANTA ST","WARM SPRINGS CIR",34.008698,-84.357443,"85","SB/WB"
"7156","903083","OLD MILTON PKWY","BROOKSIDE PKY",34.064694,-84.253908,"185","NB/EB"
"7157","903084","BROOKSIDE PKWY","3705",34.06235,-84.2544,"185","NB/EB"
"7158","903085","BROOKSIDE PKWY","3775",34.061248,-84.252481,"185","NB/EB"
"7159","903096","MT VERNON HWY NW","HAMMOND DR NW",33.919637,-84.390895,"148","SB/WB"
"7160","903098","ALPHARETTA ST","ELIZABETH WAY",34.024141,-84.360722,"85","NB/EB"
"7161","903099","ALPHARETTA ST","NORCROSS ST",34.025188,-84.360458,"85","NB/EB"
"7162","903100","ALPHARETTA ST","CHERRY ST",34.027241,-84.358696,"85","NB/EB"
"7163","903101","ALPHARETTA ST","WOODSTOCK ST",34.029003,-84.356476,"85","NB/EB"
"7164","903102","ALPHARETTA ST","WOODSTOCK ST",34.029726,-84.355608,"85","SB/WB"
"7165","903103","ALPHARETTA ST","CHERRY ST",34.028401,-84.357669,"85","SB/WB"
"7166","903104","ALPHARETTA ST","GREEN ST",34.026137,-84.359828,"85","SB/WB"
"7167","903105","ALPHARETTA ST","ELIZABETH WAY",34.024347,-84.360722,"85","SB/WB"
"7168","903107","ROSWELL RD NE","7256",33.953271,-84.366776,"87","SB/WB"
"7169","903109","ROSWELL RD NE","7256",33.95277,-84.366646,"87","NB/EB"
"7170","903111","ROSWELL RD NE","ALDERWOOD PL",33.938651,-84.377007,"87","SB/WB"
"7171","903112","ROSWELL RD NE","ABERNATHY RD NW",33.936011,-84.378901,"87","NB/EB"
"7172","903113","MANSELL RD","950",34.042865,-84.336136,"85","SB/WB"
"7173","903114","HAYNES BRIDGE RD","NORTH POINT DR",34.050373,-84.286285,"141","SB/WB"
"7174","903116","MANSELL RD","KINGSWOOD PL",34.039993,-84.321853,"85","NB/EB"
"7175","903117","MANSELL RD","980",34.042966,-84.332759,"85","SB/WB"
"7176","903118","MANSELL RD","WARSAW RD",34.042668,-84.33128,"85","NB/EB"
"7177","903119","MANSELL RD","DAVIS DR",34.040315,-84.315295,"85","SB/WB"
"7178","903120","MANSELL PARK & RIDE - ON RAMP",NA,34.03815,-84.313769,"140, 141, 142, 142","SB/WB, SB/WB, SB/WB, NB/EB"
"7179","903121","N PEACHTREE RD","KINGS POINT DR",33.930561,-84.294632,"132","NB/EB"
"7180","903122","MT VERNON RD","TILLY MILL RD",33.955369,-84.305518,"132, 150","SB/WB, SB/WB"
"7181","903123","N PEACHTREE RD","KINGS POINT DR",33.930972,-84.294791,"132","SB/WB"
"7182","903124","MT VERNON RD","MEADOW LAKE DR",33.95243,-84.31196,"150","NB/EB"
"7183","903125","TILLY MILL RD","CHERRING DR",33.938991,-84.297033,"132","NB/EB"
"7184","903126","MT VERNON RD","VERMACK RD",33.95026,-84.31968,"150","NB/EB"
"7185","903127","TILLY MILL RD","DARTFORD DR",33.944782,-84.301552,"132","NB/EB"
"7186","903128","MT VERNON RD","VERNON RIDGE DR",33.94779,-84.32686,"150","SB/WB"
"7187","903129","ATLANTA ST","RIVERSIDE RD",34.005827,-84.35068,"85","NB/EB"
"7188","903130","ATLANTA ST","CHATTAHOOCHEE CIR",34.007536,-84.353101,"85","NB/EB"
"7189","903131","ATLANTA ST","WARM SPRINGS CIR",34.00877,-84.35729,"85","NB/EB"
"7190","903132","ATLANTA ST","JONES DR",34.008653,-84.359842,"85","NB/EB"
"7191","903133","ATLANTA ST","CHATTAHOOCHEE CIR",34.007196,-84.352782,"85","SB/WB"
"7192","903134","ATLANTA ST","JONES DR",34.008608,-84.360006,"85","SB/WB"
"7193","903135","ATLANTA ST","AZALEA DR",34.006087,-84.350909,"85","SB/WB"
"7194","903136","ATLANTA ST","426",34.009771,-84.361282,"85","SB/WB"
"7195","903137","RIVEREDGE PKY NW","1600",33.90785,-84.438083,"148, 148","NB/EB, SB/WB"
"7196","903140","NORTHSIDE DR","INTERSTATE NORTH PKY",33.908414,-84.43304,"148","NB/EB"
"7197","903141","ATLANTA ST","CHATTAHOOCHEE ST",34.01181,-84.3628,"85","SB/WB"
"7198","903142","DUNWOODY PL","8601",33.990562,-84.343491,"85, 87","NB/EB, SB/WB"
"7199","903144","PEELER RD","CHERRING LN",33.93584,-84.295901,"103","NB/EB"
"7200","903145","ROSWELL RD","HIGHTOWER TRL",33.987788,-84.351409,"87","SB/WB"
"7201","903149","ROSWELL RD","MORGAN FALLS RD",33.968332,-84.361253,"87","NB/EB"
"7202","903150","ROSWELL RD","7840",33.969747,-84.360081,"87","NB/EB"
"7203","903157","JOHNSON FERRY RD","MT VERNON HWY",33.924333,-84.376452,"5","SB/WB"
"7204","903158","JOHNSON FERRY RD NE","ROSWELL RD",33.924741,-84.378245,"5, 148","SB/WB, SB/WB"
"7205","903164","SANDY SPRINGS STATION",NA,33.931821,-84.350969,"148, 148","NB/EB, SB/WB"
"7206","903165","MEDICAL CENTER STATION",NA,33.910569,-84.351215,"825, 825","NB/EB, SB/WB"
"7207","903166","ATLANTA ST","OXBO RD",34.017224,-84.362486,"85","SB/WB"
"7208","903174","CHAMBLEE DUNWOODY RD","N SHALLOWFORD RD",33.927816,-84.314867,"103","NB/EB"
"7209","903177","MANSELL PARK & RIDE - IN LOT",NA,34.038643,-84.313173,"85, 85, 140, 141","NB/EB, SB/WB, NB/EB, NB/EB"
"7210","903182","INTERSTATE NORTH PKY","5665",33.909359,-84.431746,"148","SB/WB"
"7211","903184","JOHNSON FERRY RD NE","GLENRIDGE DR NE",33.92218,-84.367583,"5","NB/EB"
"7212","903185","OLD MILTON PKWY","ROCKBERRY LN",34.061439,-84.244415,"185","SB/WB"
"7213","903186","OLD MILTON PKWY","COTTON CREEK ENTRY",34.064854,-84.253526,"185","SB/WB"
"7214","903188","NORTH POINT PKWY","6360",34.046681,-84.290142,"140, 141","NB/EB, NB/EB"
"7215","903189","NORTH POINT PKWY","6250",34.046985,-84.290381,"140, 141","SB/WB, SB/WB"
"7216","903190","HAYNES BRIDGE RD","DEVORE RD",34.066409,-84.292587,"141","NB/EB"
"7217","903191","HAYNES BRIDGE RD","11770",34.068882,-84.293925,"141","SB/WB"
"7218","903192","HAYNES BRIDGE RD","DEVORE RD",34.066134,-84.293113,"141","SB/WB"
"7219","903194","ROSWELL RD NE","7070",33.948387,-84.371056,"87","SB/WB"
"7220","903195","ROSWELL RD NE","7100",33.949427,-84.370188,"87","SB/WB"
"7221","903198","ASHFORD DUNWOODY RD","MEADOW LANE RD",33.932067,-84.337395,"150","NB/EB"
"7222","903199","HAMMOND DR","GLENRIDGE DR",33.919057,-84.363941,"5, 87","SB/WB, NB/EB"
"7223","903204","N PEACHTREE RD","BROOK RUN AVE",33.934723,-84.294998,"132","SB/WB"
"7224","903205","MT VERNON RD","MEADOW LAKE DR",33.95264,-84.31175,"150","SB/WB"
"7225","903206","TILLY MILL RD","CHERRING DR",33.93894,-84.297082,"132","SB/WB"
"7226","903207","MT VERNON RD","MANHASSET DR",33.950576,-84.319323,"150","SB/WB"
"7227","903208","TILLY MILL RD","TILLINGHAM CT",33.942707,-84.299725,"132","SB/WB"
"7228","903212","CHAMBLEE DUNWOODY RD","4680",33.92805,-84.314902,"103","SB/WB"
"7229","903217","MORRIS RD","WEBB RD",34.096344,-84.260561,"143","SB/WB"
"7230","903218","MORRIS RD","13010",34.094303,-84.262563,"143","SB/WB"
"7231","903219","OLD MILTON PKWY","PARK BRIDGE PKWY",34.06095,-84.242611,"185, 185","SB/WB, NB/EB"
"7232","903220","WINDWARD PKWY","N MAIN ST",34.093579,-84.278328,"141","NB/EB"
"7233","903221","HAMMOND DR","KAYRON DR",33.91894,-84.37139,"87","SB/WB"
"7234","903222","HAMMOND DR","KAYRON DR",33.919091,-84.371623,"87","NB/EB"
"7235","903225","BOULEVARD NE","EAST AVE NE",33.763031,-84.371773,"809","NB/EB"
"7236","903226","BOULEVARD NE","RALPH MCGILL BLVD NE",33.763687,-84.371765,"809","NB/EB"
"7237","903227","BOULEVARD NE","WABASH AVE NE",33.764695,-84.371728,"809","NB/EB"
"7238","903228","BOULEVARD NE","ANGIER AVE NE",33.766117,-84.371727,"809","NB/EB"
"7239","903230","WILSON MILL RD SW","WILDWOOD LAKE DR",33.744362,-84.51725,"865","NB/EB"
"7240","903231","WILDWOOD LAKE DR SW","PLAINVILLE DR S",33.743265,-84.518793,"865","NB/EB"
"7241","903232","WILSON MILL RD","BOULDER PARK DR",33.747223,-84.517977,"865","NB/EB"
"7242","903237","MARTIN L KING JR DR NW","WELLINGTON ST SW",33.753025,-84.437096,"3","SB/WB"
"7243","903238","MARTIN L KING JR DR NW","WELLINGTON ST SW",33.752914,-84.438088,"3","SB/WB"
"7244","903239","MARTIN L KING JR DR NW","BROWNING ST SW",33.751999,-84.440413,"3, 813","SB/WB, SB/WB"
"7245","903240","WYNNWOOD DR SW","LARCHWOOD ST",33.747791,-84.458321,"867, 867","SB/WB, NB/EB"
"7246","903241","BEECHER RD SW","HIGHVIEW RD SW",33.732923,-84.458111,"68","SB/WB"
"7247","903242","RALPH D ABERNATHY BLVD","W LAKE AVE SW",33.749695,-84.444008,"58","NB/EB"
"7248","903243","REDAN RD","MUIRFIELD DR",33.759567,-84.174873,"116","NB/EB"
"7249","903244","REDAN RD","MAINSTREET VALLEY DR",33.760242,-84.189991,"116","SB/WB"
"7250","903249","S HAIRSTON RD","1235",33.759339,-84.197007,"111","NB/EB"
"7251","903250","S HAIRSTON RD","1235",33.75911,-84.196716,"111","SB/WB"
"7252","903251","REDAN RD","S HAIRSTON RD",33.761354,-84.195904,"116","NB/EB"
"7253","903252","BOULEVARD NE","MORGAN ST NE",33.768616,-84.371626,"809","NB/EB"
"7254","903253","BOULEVARD NE","RANKIN ST NE",33.767119,-84.371653,"809","NB/EB"
"7255","903261","BURTON RD NW","WESTLAND BLVD NW",33.755847,-84.473088,"856, 865","SB/WB, SB/WB"
"7256","903263","MARTIN L KING JR DR NW","1457",33.753768,-84.434686,"3","SB/WB"
"7257","903264","MARTIN L KING JR DR NW","MATHEWSON PL SW",33.753471,-84.436012,"3","SB/WB"
"7258","903265","BEECHER RD SW","MT AIRY DR SW",33.726856,-84.463632,"68","SB/WB"
"7259","903266","BEECHER RD SW","HIGHVIEW RD SW",33.72821,-84.46232,"68","SB/WB"
"7260","903267","BEECHER RD SW","BEECHER CIR SW",33.730103,-84.460587,"68","SB/WB"
"7261","903268","BEECHER RD SW","HIGHVIEW RD",33.732,-84.459327,"68","NB/EB"
"7262","903269","REDAN RD","ADCOX RD",33.760604,-84.1943,"116","NB/EB"
"7263","903270","REDAN RD","N REDAN CIR",33.76008,-84.18824,"116","SB/WB"
"7264","903271","REDAN RD","REDAN CIR",33.759817,-84.18855,"116","NB/EB"
"7265","903274","REDAN RD","ADCOX RD",33.760902,-84.193917,"116","SB/WB"
"7266","903275","S HAIRSTON RD","ADCOX RD",33.756859,-84.19728,"111","NB/EB"
"7267","903276","S HAIRSTON RD","ADCOX RD",33.756535,-84.197001,"111","SB/WB"
"7268","903281","RALPH MCGILL BLVD NE","PIEDMONT AVE N",33.764118,-84.381066,"816","NB/EB"
"7269","903282","RALPH MCGILL BLVD NE","PIEDMONT AVE NE",33.764183,-84.378815,"816","SB/WB"
"7270","903283","RALPH MCGILL BLVD NE","PARK CENTRAL P",33.764057,-84.378054,"816","NB/EB"
"7271","903284","RALPH MCGILL BLVD NE","CENTRAL PARK PL",33.764138,-84.377445,"816","SB/WB"
"7272","903287","FAIRBURN RD SW","HOWELL DR SW",33.752801,-84.506032,"165","NB/EB"
"7273","903288","FAIRBURN RD SW","WISTERIA LN SW",33.750087,-84.507461,"165","NB/EB"
"7274","903289","FAIRBURN RD SW","BOULDER PARK DR SW",33.748466,-84.508311,"165","NB/EB"
"7275","903290","FAIRBURN RD SW","BENJAMIN E MAYS DR SW",33.740601,-84.510267,"165","NB/EB"
"7276","903296","HAMILTON E HOLMES","MARTIN L KING JR DR",33.752336,-84.467482,"51, 60, 153, 850, 856, 865","SB/WB, SB/WB, SB/WB, SB/WB, NB/EB, NB/EB"
"7277","903297","LYNHURST DR","LYNN CIR",33.73833,-84.48961,"66","NB/EB"
"7278","903298","WESTWOOD AVE SW","ONTARIO AVE SW",33.738699,-84.439143,"68","SB/WB"
"7279","903299","WESTWOOD AVE SW","MANSON AVE SW",33.738428,-84.441241,"68","SB/WB"
"7280","903300","WESTWOOD AVE SW","AKRIDGE PL SW",33.738516,-84.442991,"68","SB/WB"
"7281","903301","REDAN RD","S INDIAN CREEK DR",33.763773,-84.223064,"111, 116, 119","SB/WB, SB/WB, SB/WB"
"7282","903302","KENSINGTON RD","KENSINGTON CT",33.769342,-84.235365,"119","SB/WB"
"7283","903304","KENSINGTON RD","CAMP RD",33.771654,-84.239538,"119","SB/WB"
"7284","903305","COVINGTON HWY","CANAL ST",33.759918,-84.2416,"115","SB/WB"
"7285","903308","BAKERS FERRY RD","BOAT ROCK RD",33.72492,-84.57088,"73","NB/EB"
"7286","903312","FAIRBURN RD SW","405",33.743745,-84.509375,"165","NB/EB"
"7287","903313","FAIRBURN RD SW","400",33.74284,-84.509865,"165","NB/EB"
"7288","903315","LYNHURST DR","WESTPORT WAY",33.744123,-84.490805,"66","SB/WB"
"7289","903316","LYNHURST DR","WESTPORT WAY",33.743918,-84.490772,"66","NB/EB"
"7290","903317","BROWNLEE RD SW","CEDAR ISLAND DR SW",33.738172,-84.496184,"68","NB/EB"
"7291","903318","BENJAMIN E MAYS DR SW","TUCKAWANNA DR SW",33.731868,-84.485345,"68","SB/WB"
"7292","903319","LYNHURST DR","BENJAMIN E MAYS DR",33.733107,-84.488978,"66","SB/WB"
"7293","903320","HAMILTON E HOLMES STATION - BUS LOOP",NA,33.754259,-84.469058,"3, 3, 51, 51, 60, 60, 66, 66, 68, 68, 73, 73, 153, 153, 165, 165, 850, 850, 856, 856, 865, 865, 867, 867","NB/EB, SB/WB, SB/WB, NB/EB, SB/WB, NB/EB, NB/EB, SB/WB, NB/EB, SB/WB, SB/WB, NB/EB, SB/WB, NB/EB, NB/EB, SB/WB, SB/WB, NB/EB, NB/EB, SB/WB, SB/WB, NB/EB, SB/WB, NB/EB"
"7294","903321","DONNELLY AVE SW","CASCADE AVE SW",33.738032,-84.435153,"68","SB/WB"
"7295","903322","WESTWOOD AVE SW","WILLARD AVE SW",33.738552,-84.437172,"68","SB/WB"
"7296","903323","REDAN RD","SAGEHILL DR",33.763545,-84.227685,"111, 116, 119","SB/WB, SB/WB, SB/WB"
"7297","903324","HOLCOMBE RD","REDAN RD",33.764552,-84.233664,"119","SB/WB"
"7298","903325","KENSINGTON RD","HOLCOMBE RD",33.766728,-84.23371,"119","SB/WB"
"7299","903326","KENSINGTON RD","3836",33.76857,-84.234566,"119","SB/WB"
"7300","903327","COVINGTON HWY","REDAN RD",33.759035,-84.240781,"115","NB/EB"
"7301","903328","COVINGTON HWY","REDAN RD",33.758528,-84.240062,"115","SB/WB"
"7302","903330","COVINGTON HWY","3952",33.757619,-84.239336,"115","NB/EB"
"7303","903332","EDGEWOOD AVE","PEACHTREE ST",33.754527,-84.389462,"3, 816","SB/WB, SB/WB"
"7304","903333","COVINGTON HWY","PAUL EDWIN DR",33.756523,-84.238129,"115","SB/WB"
"7305","903334","MEMORIAL DR","GEORGE LUTHER DR",33.780595,-84.238234,"121","NB/EB"
"7306","903335","MEMORIAL DR","LADONNA DR",33.782823,-84.236688,"121","NB/EB"
"7307","903336","MARIETTA ST NW","PARK AVE WEST",33.759832,-84.394827,"26","NB/EB"
"7308","903337","BRIARWOOD RD NE","COOSAWATTEE DR",33.850458,-84.333648,"47","NB/EB"
"7309","903338","BRIARWOOD RD","N DRUID HILLS RD",33.853393,-84.33908,"47","SB/WB"
"7310","903343","FAIRBURN RD SW","HOWELL DR SW",33.752962,-84.506076,"165","SB/WB"
"7311","903344","FAIRBURN RD SW","405",33.743179,-84.509823,"165","SB/WB"
"7312","903346","FAIRBURN RD SW","BENJAMIN E MAYS DR SW",33.740937,-84.510465,"165","SB/WB"
"7313","903347","CASCADE RD SW","DANFORTH RD SW",33.726792,-84.517754,"71","SB/WB"
"7314","903351","WESTWOOD AVE SW","S GORDON ST SW",33.738826,-84.446448,"68","SB/WB"
"7315","903353","BEECHER ST SW","KENNOLIA DR SW",33.733782,-84.448825,"68","SB/WB"
"7316","903355","BEECHER ST SW","SHIRLEY ST SW (E)",33.733665,-84.450787,"68","SB/WB"
"7317","903357","MEMORIAL DR","N INDIAN CREEK DR",33.78344,-84.236578,"121","SB/WB"
"7318","903358","MEMORIAL DR","GEORGE LUTHER DR",33.780327,-84.238746,"121","SB/WB"
"7319","903359","MEMORIAL DR","NORTHERN AVE",33.776903,-84.244361,"121, 125, 221","SB/WB, SB/WB, SB/WB"
"7320","903360","ROCKBRIDGE RD","SAFARI CIR",33.786288,-84.227026,"117","NB/EB"
"7321","903361","ROCKBRIDGE RD","SAFARI CIR",33.786342,-84.226961,"117","SB/WB"
"7322","903368","FAIRBURN RD SW","WISTERIA LN SW",33.750024,-84.507624,"165","SB/WB"
"7323","903370","FAIRBURN RD SW","BOULDER PARK DR SW",33.748865,-84.508277,"165","SB/WB"
"7324","903371","FAIRBURN RD SW","320",33.745529,-84.508646,"165","SB/WB"
"7325","903372","CASCADE RD SW","DANFORTH RD SW",33.726742,-84.51825,"71","NB/EB"
"7326","903373","CASCADE RD SW","4245",33.732438,-84.527179,"71","SB/WB"
"7327","903374","CASCADE RD SW","MANOR HILLS LN SW",33.730206,-84.523849,"71","SB/WB"
"7328","903376","S GORDON ST SW","ROGERS AVE SW",33.737348,-84.446858,"68","SB/WB"
"7329","903377","S GORDON ST SW","S OLYMPIAN WAY SW",33.735441,-84.447192,"68","SB/WB"
"7330","903379","S GORDON ST SW","BEECHER ST SW",33.733866,-84.447483,"68","SB/WB"
"7331","903384","ROCKBRIDGE RD","3771",33.783759,-84.237846,"125","NB/EB"
"7332","903385","ROCKBRIDGE RD","3656",33.782388,-84.24106,"125","SB/WB"
"7333","903386","REDAN RD","4168",33.76321,-84.21981,"111, 116, 119","SB/WB, SB/WB, SB/WB"
"7334","903387","REDAN RD","4209",33.762991,-84.219651,"111, 116, 119","NB/EB, NB/EB, NB/EB"
"7335","903388","ROCKBRIDGE RD","3672",33.78269,-84.23891,"125","NB/EB"
"7336","903391","INDIAN CREEK STATION - INSIDE BUS LOOP",NA,33.769764,-84.229424,"24, 24, 111, 111, 116, 116, 119, 119","SB/WB, NB/EB, SB/WB, NB/EB, SB/WB, NB/EB, SB/WB, NB/EB"
"7337","903401","BOULEVARD NE","BOULEVARD PL NE",33.769725,-84.371892,"809","SB/WB"
"7338","903402","BOULEVARD NE","MORGAN ST NE",33.768699,-84.371983,"809","SB/WB"
"7339","903404","BOULEVARD NE","RALPH MCGILL BLVD NE",33.764196,-84.372009,"809","SB/WB"
"7340","903406","CASCADE RD SW","4355",33.733765,-84.530953,"71","SB/WB"
"7341","903407","CASCADE RD SW","4355",33.73364,-84.530823,"71","NB/EB"
"7342","903412","BOULDER PARK DR SW","MARTIN L KING JR DR",33.751175,-84.491864,"68","NB/EB"
"7343","903413","CUSHMAN CIR SW","BOULDER PARK DR SW",33.75055,-84.494132,"68","NB/EB"
"7344","903414","CUSHMAN CIR SW","WILKINS LN SW",33.7494,-84.493991,"68","NB/EB"
"7345","903419","S GORDON ST SW","WESTWOOD AVE SW",33.73857,-84.446462,"68","NB/EB"
"7346","903420","WESTWOOD AVE SW","AKRIDGE PL SW",33.738568,-84.444719,"68","NB/EB"
"7347","903421","REDAN RD","REDAN WAY",33.759918,-84.182885,"116","SB/WB"
"7348","903423","REDAN RD","REDAN WAY",33.7598,-84.18308,"116","NB/EB"
"7349","903424","REDAN RD","SHEPPARD PL",33.762891,-84.199917,"111, 116, 119","NB/EB, NB/EB, NB/EB"
"7350","903425","REDAN RD","S HAIRSTON RD",33.76211,-84.197929,"111, 116, 119","NB/EB, NB/EB, NB/EB"
"7351","903427","REDAN RD","ELLIS RD",33.763738,-84.204928,"111, 116, 119","SB/WB, SB/WB, SB/WB"
"7352","903428","REDAN RD","TO LANI FARM RD",33.763766,-84.206483,"111, 116, 119","SB/WB, SB/WB, SB/WB"
"7353","903430","BOULEVARD NE","RANKIN ST NE",33.76739,-84.37198,"809","SB/WB"
"7354","903432","BOULEVARD NE","ANGIER AVE NE",33.766422,-84.371945,"809","SB/WB"
"7355","903433","BOULEVARD NE","WABASH AVE NE",33.764938,-84.372169,"809","SB/WB"
"7356","903445","WESTWOOD AVE SW","ONTARIO AVE SW",33.738555,-84.439174,"68","NB/EB"
"7357","903446","WESTWOOD AVE SW","AKRIDGE PL SW",33.738435,-84.44311,"68","NB/EB"
"7358","903447","WESTWOOD AVE SW","MANSON AVE SW",33.73833,-84.441099,"68","NB/EB"
"7359","903448","HAMILTON E HOLMES","MARTIN L KING JR DR",33.75249,-84.46717,"51, 60, 153, 850, 856, 865","NB/EB, NB/EB, NB/EB, NB/EB, SB/WB, SB/WB"
"7360","903449","REDAN RD","REDAN TRL",33.759855,-84.176025,"116","SB/WB"
"7361","903451","REDAN RD","S HAIRSTON RD",33.762038,-84.197266,"111, 116, 119","SB/WB, SB/WB, SB/WB"
"7362","903452","REDAN RD","AUTUMN CREST DR",33.763035,-84.200102,"111, 116, 119","SB/WB, SB/WB, SB/WB"
"7363","903453","REDAN RD","MARTIN RD",33.75975,-84.178004,"116","NB/EB"
"7364","903454","REDAN RD","FIELDGREEN DR",33.759563,-84.175995,"116","NB/EB"
"7365","903455","REDAN RD","TO LANI FARM RD",33.76364,-84.205635,"111, 116, 119","NB/EB, NB/EB, NB/EB"
"7366","903456","BOULEVARD NE","EAST AVE NE",33.76326,-84.372147,"809","SB/WB"
"7367","903457","JACKSON ST SE","CHAMBERLAIN ST SE",33.753648,-84.374394,"899","SB/WB"
"7368","903459","JACKSON ST NE","IRWIN ST NE",33.757435,-84.374255,"3, 899","NB/EB, NB/EB"
"7369","903460","BOULEVARD NE","HIGHLAND AVE NE",33.761139,-84.371857,"809","NB/EB"
"7370","903461","BOULEVARD NE","CAIN ST NE",33.759818,-84.372098,"809","SB/WB"
"7371","903462","JACKSON ST NE","IRWIN ST NE",33.757462,-84.374364,"3, 899","SB/WB, SB/WB"
"7372","903463","BOULEVARD NE","HIGHLAND AVE NE",33.761696,-84.372073,"809","SB/WB"
"7373","903464","REDAN RD","TO LANI DR",33.763584,-84.202928,"111, 116, 119","NB/EB, NB/EB, NB/EB"
"7374","903465","N INDIAN CREEK DR","HILL ST",33.808488,-84.242435,"125","NB/EB"
"7375","903466","MONTREAL RD","MONTREAL CREEK CT",33.813152,-84.242952,"125","NB/EB"
"7376","903471","ROCKBRIDGE RD","ROCK MEADOW DR",33.788586,-84.168063,"117","SB/WB"
"7377","903475","E PONCE DE LEON AVE","JAMES B RIVERS MEMORIAL DR",33.811907,-84.171911,"119","SB/WB"
